Input,Output
-154.300000000003,0.354107889007617
-154.200000000003,0.2589741562226
-154.100000000003,0.161252839274082
-154.000000000003,0.061920337258667
-153.900000000003,-0.038030852298522
-153.800000000003,-0.137602050150873
-153.700000000003,-0.235798373803306
-153.600000000003,-0.331638678049277
-153.500000000003,-0.424165358249352
-153.400000000003,-0.512453918400226
-153.300000000003,-0.595622208393166
-153.200000000003,-0.672839238166392
-153.100000000003,-0.743333480682942
-153.000000000003,-0.806400580773889
-152.900000000003,-0.861410392822337
-152.800000000003,-0.907813276970123
-152.700000000003,-0.945145590937597
-152.600000000003,-0.973034322584012
-152.500000000003,-0.991200816921561
-152.400000000003,-0.999463560343859
-152.300000000003,-0.997739994249931
-152.200000000003,-0.986047339942452
-152.100000000003,-0.964502426558184
-152.000000000003,-0.933320523749862
-151.900000000003,-0.892813190782992
-151.800000000003,-0.843385163538612
-151.700000000003,-0.785530310526225
-151.600000000003,-0.719826698312859
-151.500000000003,-0.646930815673023
-151.400000000003,-0.567571014169878
-151.300000000003,-0.482540230707207
-151.200000000003,-0.39268806476588
-151.100000000003,-0.29891228948683
-151.000000000003,-0.202149881418493
-150.900000000003,-0.103367658556889
-150.800000000003,-0.00355262021979
-150.700000000003,0.096297914724176
-150.600000000003,0.195186272736106
-150.500000000003,0.29212439403086
-150.400000000003,0.386143704943944
-150.300000000003,0.476304795599368
-150.200000000003,0.561706806182595
-150.100000000003,0.641496428034031
-150.000000000003,0.714876429627058
-149.900000000003,0.781113622242004
-149.800000000003,0.839546185745343
-149.700000000003,0.889590281277788
-149.600000000003,0.930745884779158
-149.500000000003,0.962601783063499
-149.400000000003,0.984839682525316
-149.300000000003,0.997237389424056
-149.200000000003,0.999671029970531
-149.100000000003,0.992116288032849
-149.000000000003,0.974648648095188
-148.900000000003,0.947442641041769
-148.800000000003,0.91077010030196
-148.700000000003,0.864997445780504
-148.600000000003,0.810582022710966
-148.500000000003,0.74806753201328
-148.400000000003,0.678078597813968
-148.300000000003,0.601314526408284
-148.200000000003,0.518542319022884
-148.100000000003,0.430589008193135
-148.000000000003,0.338333394327299
-147.900000000003,0.242697265023496
-147.800000000003,0.144636184872628
-147.700000000003,0.045129947772879
-147.600000000003,-0.054827212847039
-147.500000000003,-0.154236558079657
-147.400000000003,-0.252104822607743
-147.300000000003,-0.347454139083135
-147.200000000003,-0.439331808653878
-147.100000000003,-0.526819820016339
-147.000000000003,-0.609044021880677
-146.900000000003,-0.685182857201572
-146.800000000003,-0.754475571904649
-146.700000000003,-0.816229816089705
-146.600000000003,-0.869828561762117
-146.500000000003,-0.914736267972499
-146.400000000003,-0.950504231764909
-146.300000000003,-0.976775071468451
-146.200000000003,-0.993286297536792
-146.100000000003,-0.999872935256943
-146.000000000003,-0.99646917312206
-145.900000000003,-0.983109020398258
-145.800000000003,-0.959925967315274
-145.700000000003,-0.927151651276215
-145.600000000003,-0.885113542413193
-145.500000000003,-0.834231671614033
-145.400000000003,-0.775014433712403
-145.300000000003,-0.708053507774867
-145.200000000003,-0.634017945238998
-145.100000000004,-0.553647484972771
-145.000000000004,-0.467745162048223
-144.900000000003,-0.377169284080484
-144.800000000004,-0.282824855301829
-144.700000000004,-0.185654534058412
-144.600000000004,-0.086629214079969
-144.500000000004,0.013261676369778
-144.400000000004,0.113020060532965
-144.300000000004,0.211649185610772
-144.200000000004,0.308163581987876
-144.100000000004,0.401598909719068
-144.000000000004,0.491021593895325
-143.900000000004,0.575538152615539
-143.800000000004,0.654304124362439
-143.700000000004,0.726532505582898
-143.600000000004,0.79150161416729
-143.500000000004,0.848562300258571
-143.400000000004,0.897144432343061
-143.300000000004,0.936762593816116
-143.200000000004,0.967020933104305
-143.100000000004,0.987617118883539
-143.000000000004,0.998345360873705
-142.900000000004,0.999098466027123
-142.800000000004,0.989868909566043
-142.700000000004,0.970748910167745
-142.600000000004,0.941929508545975
-142.500000000004,0.903698658635314
-142.400000000004,0.85643835045063
-142.300000000004,0.800620793369123
-142.200000000004,0.736803697970341
-142.100000000004,0.665624703576323
-142.000000000004,0.587795007170488
-141.900000000004,0.50409225735218
-141.800000000004,0.415352784329157
-141.700000000004,0.322463243582493
-141.600000000004,0.226351756698131
-141.500000000004,0.127978637882812
-141.400000000004,0.028326798821825
-141.300000000004,-0.071608072249339
-141.200000000004,-0.170827459133097
-141.100000000004,-0.268339994513247
-141.000000000004,-0.363171365369631
-140.900000000004,-0.454374047991734
-140.800000000004,-0.541036775322372
-140.700000000004,-0.622293642036995
-140.600000000004,-0.697332756383314
-140.500000000004,-0.765404352335414
-140.400000000004,-0.82582828100802
-140.300000000004,-0.878000806479331
-140.200000000004,-0.921400638120781
-140.100000000004,-0.955594139160678
-140.000000000004,-0.980239659439519
-139.900000000004,-0.995090949065392
-139.800000000004,-0.999999618861541
-139.700000000004,-0.994916623021952
-139.600000000004,-0.979892749160839
-139.500000000004,-0.95507811085959
-139.400000000004,-0.920720647781493
-139.300000000004,-0.877163648340538
-139.200000000004,-0.824842319677118
-139.100000000004,-0.764279439212106
-139.000000000004,-0.69608013122768
-138.900000000004,-0.62092582066555
-138.800000000004,-0.539567424554074
-138.700000000004,-0.45281784909378
-138.600000000004,-0.361543867366997
-138.500000000004,-0.266657458827997
-138.400000000004,-0.169106697105624
-138.300000000004,-0.069866277165015
-138.200000000004,0.030072223522279
-138.100000000004,0.129710252492721
-138.000000000004,0.228052259496766
-137.900000000004,0.324115643707973
-137.800000000004,0.416940571545638
-137.700000000004,0.505599567014649
-137.600000000004,0.589206778739046
-137.500000000004,0.666926831096129
-137.400000000004,0.737983171013622
-137.300000000004,0.801665827031152
-137.200000000004,0.857338503100477
-137.100000000004,0.904444936245254
-137.000000000004,0.942514454556817
-136.900000000004,0.971166679992305
-136.800000000004,0.990115328986331
-136.700000000004,0.999171072901746
-136.600000000004,0.998243429738774
-136.500000000004,0.987341668201259
-136.400000000004,0.966574715086841
-136.300000000004,0.936150066926399
-136.200000000004,0.896371716747299
-136.100000000004,0.847637116675571
-136.000000000004,0.790433206725587
-135.900000000004,0.725331549456482
-135.800000000004,0.652982619107942
-135.700000000004,0.574109302276633
-135.600000000004,0.489499675072305
-135.500000000004,0.399999128921685
-135.400000000004,0.306501923697065
-135.300000000004,0.209942252566904
-135.200000000004,0.111284907846776
-135.100000000004,0.011515641113344
-135.000000000005,-0.088368686099528
-134.900000000005,-0.18737006261167
-134.800000000005,-0.284499299394533
-134.700000000005,-0.378785913220811
-134.600000000005,-0.469287823412162
-134.500000000005,-0.55510076479791
-134.400000000005,-0.635367322833715
-134.300000000005,-0.70928550060428
-134.200000000005,-0.776116732111404
-134.100000000005,-0.835193261781374
-134.000000000005,-0.885924816457813
-133.900000000005,-0.927804503216015
-133.800000000005,-0.960413874069477
-133.700000000005,-0.983427106963857
-133.600000000005,-0.996614261283236
-133.500000000005,-0.999843575340749
-133.400000000005,-0.993082782897806
-133.300000000005,-0.976399435557672
-133.200000000005,-0.94996022781219
-133.100000000005,-0.914029331485511
-133.000000000005,-0.868965756216556
-132.900000000005,-0.815219762353377
-132.800000000005,-0.753328362100607
-132.700000000005,-0.683909953870962
-132.600000000005,-0.607658143452813
-132.500000000005,-0.52533481373036
-132.400000000005,-0.437762512201716
-132.300000000005,-0.345816232356228
-132.200000000005,-0.250414671028631
-132.100000000005,-0.152511049084256
-132.000000000005,-0.053083587150855
-131.900000000005,0.046874268438257
-131.800000000005,0.146363771831707
-131.700000000005,0.244390856798446
-131.600000000005,0.339976069108904
-131.500000000005,0.432164352918001
-131.400000000005,0.520034593367285
-131.300000000005,0.602708820060224
-131.200000000005,0.679360979452171
-131.100000000005,0.749225188504315
-131.000000000005,0.811603387133845
-130.900000000005,0.865872312999531
-130.800000000005,0.911489728933076
-130.700000000005,0.947999840793569
-130.600000000005,0.975037851611938
-130.500000000005,0.992333606521664
-130.400000000005,0.999714292056905
-130.300000000005,0.997106162847524
-130.200000000005,0.984535278458453
-130.100000000005,0.962127243011117
-130.000000000005,0.930105950188599
-129.900000000005,0.888791346163947
-129.800000000005,0.838596232803785
-129.700000000005,0.780022143088525
-129.600000000005,0.71365432996053
-129.500000000005,0.640155918670367
-129.400000000005,0.560261281048244
-129.300000000005,0.474768697903644
-129.200000000005,0.384532382867257
-129.100000000005,0.290453947370768
-129.000000000005,0.193473392043488
-128.900000000005,0.094559714536655
-128.800000000005,-0.005298772380487
-128.700000000005,-0.105104315715572
-128.600000000005,-0.203859691470894
-128.500000000005,-0.300578168576095
-128.400000000005,-0.394293367978816
-128.300000000005,-0.484068918384727
-128.200000000005,-0.569007812170075
-128.100000000005,-0.648261367985196
-128.000000000005,-0.721037710498128
-127.900000000005,-0.786609682551141
-127.800000000005,-0.844322110674696
-127.700000000005,-0.893598351364167
-127.600000000005,-0.933946052711158
-127.500000000005,-0.964962073820976
-127.400000000005,-0.986336512863234
-127.300000000005,-0.997855803508467
-127.200000000005,-0.999404848812319
-127.100000000005,-0.99096817122616
-127.000000000005,-0.97263006724364
-126.900000000005,-0.944573765137979
-126.800000000005,-0.907079594205632
-126.700000000005,-0.860522183808632
-126.600000000005,-0.805366720201833
-126.500000000005,-0.742164298545621
-126.400000000005,-0.671546416545253
-126.300000000005,-0.594218664734488
-126.200000000005,-0.510953676448284
-126.100000000005,-0.422583407925827
-126.000000000005,-0.32999082567888
-125.900000000005,-0.234101084182213
-125.800000000005,-0.135872282035928
-125.700000000005,-0.03628588896096
-125.600000000005,0.063663060722
-125.500000000005,0.162975910146422
-125.400000000005,0.260660358149349
-125.300000000005,0.355740374016506
-125.200000000005,0.447265949658624
-125.100000000005,0.534322591778221
-125.000000000006,0.616040459184324
-124.900000000006,0.691603053958163
-124.800000000006,0.760255379630437
-124.700000000006,0.821311484856462
-124.600000000006,0.874161317215284
-124.500000000006,0.918276818651805
-124.400000000006,0.953217201658313
-124.300000000006,0.978633353477573
-124.200000000006,0.994271324322061
-124.100000000006,0.99997486475633
-124.000000000006,0.995686986889699
-123.900000000006,0.981450533780425
-123.800000000006,0.957407751362032
-123.700000000006,0.923798867168962
-123.600000000006,0.88095969006245
-123.500000000006,0.829318254939385
-123.400000000006,0.769390545949135
-123.300000000006,0.701775340950463
-123.200000000006,0.627148228721101
-123.100000000006,0.546254858698012
-123.000000000006,0.459903490694651
-122.900000000006,0.368956919036166
-122.800000000006,0.2743238518036
-122.700000000006,0.176949831323223
-122.600000000006,0.077807786620103
-122.500000000006,-0.022111687767092
-122.400000000006,-0.121810229479255
-122.300000000006,-0.220291683643585
-122.200000000006,-0.316572056123684
-122.100000000006,-0.409689345263818
-122.000000000006,-0.498713153891369
-121.900000000006,-0.582753985537888
-121.800000000006,-0.66097213199376
-121.700000000006,-0.732586063395101
-121.600000000006,-0.796880237011746
-121.500000000006,-0.853212246713765
-121.400000000006,-0.901019241681093
-121.300000000006,-0.939823550222907
-121.200000000006,-0.969237452515257
-121.100000000006,-0.988967054569379
-121.000000000006,-0.998815224723293
-120.900000000006,-0.99868356331619
-120.800000000006,-0.988573385865329
-120.700000000006,-0.968585709921818
-120.600000000006,-0.938920245736637
-120.500000000006,-0.899873400821826
-120.400000000006,-0.85183531834461
-120.300000000006,-0.795285978945818
-120.200000000006,-0.730790404931985
-120.100000000006,-0.658993014759263
-120.000000000006,-0.580611184217197
-119.900000000006,-0.496428078646973
-119.800000000006,-0.407284827812229
-119.700000000006,-0.314072121608436
-119.600000000006,-0.217721310583988
-119.500000000006,-0.119195100193267
-119.400000000006,-0.019477931762077
-119.300000000006,0.080433853724731
-119.200000000006,0.179541970733019
-119.100000000006,0.276856163718414
-119.000000000006,0.371404101432417
-118.900000000006,0.462241092134794
-118.800000000006,0.54845952264115
-118.700000000006,0.629197926893892
-118.600000000006,0.703649593446292
-118.500000000006,0.7710706258566
-118.400000000006,0.830787375455422
-118.300000000006,0.882203172220482
-118.200000000006,0.924804286506321
-118.100000000006,0.958165062061043
-118.000000000006,0.981952169042912
-117.900000000006,0.995927934541937
-117.800000000006,0.999952717329026
-117.700000000006,0.993986303104987
-117.600000000006,0.978088306308516
-117.500000000006,0.952417574468418
-117.400000000006,0.917230601051625
-117.300000000006,0.872878962665251
-117.200000000006,0.819805806219351
-117.100000000006,0.758541421149487
-117.000000000006,0.689697940939958
-116.900000000006,0.613963226888376
-116.800000000006,0.532093995222987
-116.700000000006,0.44490825624422
-116.600000000006,0.353277141036177
-116.500000000006,0.258116197412813
-116.400000000006,0.160376242066757
-116.300000000006,0.061033860323322
-116.200000000006,-0.038918351577365
-116.100000000006,-0.138481704173789
-116.000000000006,-0.236661393358073
-115.900000000006,-0.332476440129766
-115.800000000006,-0.424969492213796
-115.700000000006,-0.513216389607863
-115.600000000006,-0.596335398483741
-115.500000000006,-0.673496021180257
-115.400000000006,-0.743927294261327
-115.300000000006,-0.806925491727798
-115.200000000006,-0.86186115641504
-115.100000000006,-0.908185389320805
-115.000000000007,-0.945435334022654
-114.900000000007,-0.973238801386318
-114.800000000007,-0.99131798835651
-114.700000000007,-0.999492253673205
-114.600000000007,-0.997679922779413
-114.500000000007,-0.985899103886346
-114.400000000007,-0.964267507042163
-114.300000000007,-0.933001268012081
-114.200000000007,-0.892412788721235
-114.100000000007,-0.842907615837934
-114.000000000007,-0.784980388685396
-113.900000000007,-0.719209896969141
-113.800000000007,-0.646253297701546
-113.700000000007,-0.566839549106257
-113.600000000007,-0.481762127108555
-113.500000000007,-0.391871097186159
-113.400000000007,-0.298064620796042
-113.300000000007,-0.201279981242009
-113.200000000007,-0.102484218649709
-113.100000000007,-0.00266446762144
-113.000000000007,0.097181905886547
-112.900000000007,0.196057269914969
-112.800000000007,0.292973694510332
-112.700000000007,0.386962822794376
-112.600000000007,0.477085546465948
-112.500000000007,0.562441389060762
-112.400000000007,0.642177503214485
-112.300000000007,0.71549719203174
-112.200000000007,0.781667869418153
-112.100000000007,0.840028379838384
-112.000000000007,0.889995604363729
-111.900000000007,0.931070287003714
-111.800000000007,0.962842023106876
-111.700000000007,0.984993359988413
-111.600000000007,0.997302968812461
-111.500000000007,0.999647856036671
-111.400000000007,0.992004592323011
-111.300000000007,0.974449546635986
-111.200000000007,0.947158123189167
-111.100000000007,0.910403008864293
-111.000000000007,0.864551448614079
-110.900000000007,0.810061576072021
-110.800000000007,0.747477836032609
-110.700000000007,0.677425544538882
-110.600000000007,0.600604640931247
-110.500000000007,0.517782694284917
-110.400000000007,0.429787234113495
-110.300000000007,0.337497481967596
-110.200000000007,0.241835566543699
-110.100000000007,0.143757310079108
-110.000000000007,0.04424267809207
-109.900000000007,-0.055714012109793
-109.800000000007,-0.155114026319259
-109.700000000007,-0.25296419245161
-109.600000000007,-0.348286823991843
-109.500000000007,-0.440129488715067
-109.400000000007,-0.527574525074517
-109.300000000007,-0.609748211172364
-109.200000000007,-0.68582949470015
-109.100000000007,-0.755058196621982
-109.000000000007,-0.816742606632217
-108.900000000007,-0.870266394496204
-108.800000000007,-0.915094768218209
-108.700000000007,-0.950779817506288
-108.600000000007,-0.976964989143873
-108.500000000007,-0.993388649551623
-108.400000000007,-0.999886698943684
-108.300000000007,-0.996394210958501
-108.200000000007,-0.982946081381558
-108.100000000007,-0.959676679478227
-108.000000000007,-0.92681850542049
-107.900000000007,-0.884699867222055
-107.800000000007,-0.833741600393232
-107.700000000007,-0.774452863091622
-107.600000000007,-0.707426048782074
-107.500000000007,-0.633330867237057
-107.400000000007,-0.55290765301796
-107.300000000007,-0.466959968296891
-107.200000000007,-0.376346573929031
-107.100000000007,-0.28197284899811
-107.000000000007,-0.184781744567846
-106.900000000007,-0.085744362026571
-106.800000000007,0.014149749836757
-106.700000000007,0.113902482076986
-106.600000000007,0.212517138367471
-106.500000000007,0.309008393660215
-106.400000000007,0.402412139228088
-106.300000000007,0.491795115720576
-106.200000000007,0.576264237982636
-106.100000000007,0.654975518466405
-106.000000000007,0.72714250007577
-105.900000000007,0.792044114185743
-105.800000000007,0.849031885321748
-105.700000000007,0.897536410512241
-105.600000000007,0.937073048574996
-105.500000000007,0.967246762491557
-105.400000000007,0.987756066486573
-105.300000000007,0.998396038374004
-105.200000000007,0.999060367071856
-105.100000000007,0.989742414827377
-105.000000000008,0.970535283539293
-104.900000000008,0.941630884514394
-104.800000000008,0.903318020953215
-104.700000000008,0.855979502323918
-104.600000000008,0.800088319456601
-104.500000000008,0.736202918575309
-104.400000000008,0.664961621487955
-104.300000000008,0.587076247685772
-104.200000000008,0.50332500207832
-104.100000000008,0.41454469942724
-104.000000000008,0.32162240316973
-103.900000000008,0.22548656217398
-103.800000000008,0.127097733984936
-103.700000000008,0.027438987250854
-103.600000000008,-0.07249392077373
-103.500000000008,-0.171702493505246
-103.400000000008,-0.269195471678943
-103.300000000008,-0.363998737683831
-103.200000000008,-0.455165048623767
-103.100000000008,-0.541783500855405
-103.000000000008,-0.622988631436324
-102.900000000008,-0.697969065544594
-102.800000000008,-0.765975623467841
-102.700000000008,-0.826328806159268
-102.600000000008,-0.87842558456755
-102.500000000008,-0.921745424903726
-102.400000000008,-0.955855489642789
-102.300000000008,-0.980414962293165
-102.200000000008,-0.995178452722407
-102.100000000008,-0.999998449014308
-102.000000000008,-0.994826791359199
-101.900000000008,-0.979715153250846
-101.800000000008,-0.954814525181989
-101.700000000008,-0.920373705997232
-101.600000000008,-0.876736816977249
-101.500000000008,-0.824339863492691
-101.400000000008,-0.763706378582654
-101.300000000008,-0.695442191985577
-101.200000000008,-0.620229376888807
-101.100000000008,-0.53881943487875
-101.000000000008,-0.452025787185399
-100.900000000008,-0.360715647246351
-100.800000000008,-0.265801355796772
-100.700000000008,-0.168231265062305
-100.600000000008,-0.068980263137199
-100.500000000008,0.030959966775331
-100.400000000008,0.130590854933832
-100.300000000008,0.228916922437446
-100.200000000008,0.324955727721939
-100.100000000008,0.417747682791105
-100.000000000008,0.50636564110286
-99.900000000008,0.589924161310942
-99.800000000008,0.667588354302198
-99.700000000008,0.738582225132648
-99.600000000008,0.802196426512398
-99.500000000008,0.857795346369321
-99.4000000000081,0.904823458674758
-99.3000000000081,0.942810874075996
-99.2000000000081,0.971378034875307
-99.1000000000081,0.990239507445032
-99.0000000000081,0.999206834186031
-98.9000000000081,0.998190416533711
-98.8000000000081,0.987200410197272
-98.7000000000081,0.966346623687211
-98.6000000000081,0.935837421144994
-98.5000000000082,0.895977640437426
-98.4000000000082,0.847165547317434
-98.3000000000082,0.789888856084346
-98.2000000000082,0.724719856503805
-98.1000000000082,0.652309695677624
-98.0000000000082,0.573381871997141
-97.9000000000082,0.48872500618651
-97.8000000000082,0.399184961665086
-97.7000000000082,0.305656392959697
-97.6000000000082,0.209073806612425
-97.5000000000083,0.110402223900109
-97.4000000000083,0.010627538660692
-97.3000000000083,-0.089253333432026
-97.2000000000083,-0.18824241572032
-97.1000000000083,-0.285350642015393
-97.0000000000083,-0.379607739019844
-96.9000000000083,-0.470071920977644
-96.8000000000083,-0.555839299686143
-96.7000000000083,-0.636052915848235
-96.6000000000083,-0.709911301526313
-96.5000000000084,-0.776676488145008
-96.4000000000084,-0.835681380029283
-96.3000000000084,-0.886336419803843
-96.2000000000084,-0.928135479055587
-96.1000000000084,-0.960660915401414
-96.0000000000084,-0.983587745432829
-95.9000000000084,-0.996686891842763
-95.8000000000084,-0.999827472290289
-95.7000000000084,-0.992978107133714
-95.6000000000084,-0.976207232965582
-95.5000000000085,-0.949682418816873
-95.4000000000085,-0.913668691862613
-95.3000000000085,-0.868525889357979
-95.2000000000085,-0.814705063263378
-95.1000000000085,-0.752743973482331
-95.0000000000085,-0.683261714742326
-94.9000000000085,-0.606952530804911
-94.8000000000085,-0.524578877811538
-94.7000000000085,-0.436963806073784
